time	od-sensors-2.od-680	od-sensors-4.od-680	od-sensors-6.od-680	od-sensors-8.od-680	pumps-20057.pump-2-consumption	pumps-20057.pump-4-consumption	pumps-20057.pump-6-consumption	pumps-20057.pump-8-consumption
116	0.3745	0.35807		0.37583				
116.0025			0.40042					
116.016667	0.3745	0.3584		0.37617				
116.019167			0.40006					
116.033333	0.37348	0.3584		0.37583				
116.035833			0.40226					
116.05	0.37416	0.35742		0.37514				
116.0525			0.40152					
116.066667	0.37313	0.35939		0.37686				
116.069167			0.40042					
116.083333	0.3745	0.35742		0.37686				
116.085833			0.40189					
116.1	0.37416	0.36006		0.37652				
116.1025			0.40079					
116.116667	0.37485	0.35807		0.37686				
116.119167			0.39787					
116.133333	0.3745	0.35807		0.37617				
116.135833			0.39605					
116.15	0.37279	0.35643		0.37652				
116.1525			0.3975					
116.166667	0.37416	0.35774		0.37652				
116.169167			0.39569					
116.183333	0.37348	0.35709		0.3779				
116.185833			0.39569					
116.2	0.37245	0.3584		0.37686				
116.2025			0.39388					
116.216667	0.37245	0.35939		0.37652				
116.219167			0.39605					
116.233333	0.37074	0.35939		0.3779				
116.235833			0.39641					
116.25	0.37416	0.35906		0.37824				
116.2525			0.40042					
116.266667	0.37313	0.36171		0.37824				
116.269167			0.3975					
116.283333	0.37623	0.36072		0.37928				
116.285833			0.39641					
116.3	0.37485	0.35972		0.37824				
116.3025			0.39569					
116.316667	0.37692	0.36105		0.37998				
116.319167			0.40116					
116.333333	0.38039	0.36471		0.38033				
116.335833			0.39896					
116.35	0.37657	0.36138		0.38102				
116.3525			0.3986					
116.366667	0.38073	0.36238		0.38347				
116.369167			0.40079					
116.383333	0.38248	0.36338		0.38312				
116.385833			0.40079					
116.4	0.38388	0.36338		0.38347				
116.4025			0.39787					
116.416667	0.38248	0.36438		0.38207				
116.419167			0.40263					
116.433333	0.38635	0.36405		0.38487				
116.435833			0.40116					
116.45	0.38458	0.36271		0.38664				
116.4525			0.40042					
116.466667	0.38564	0.36271		0.38523				
116.469167			0.40263					
116.483333	0.38705	0.36371		0.38172				
116.485833			0.39569					
116.5	0.38039	0.36405		0.38347				
116.5025			0.39823					
116.516667	0.38283	0.36438		0.38277				
116.519167			0.4041					
116.533333	0.38388	0.36572		0.38558				
116.535833			0.40373					
116.55	0.38353	0.36304		0.38523				
116.5525			0.40558					
116.566667	0.38635	0.36338		0.38734				
116.569167			0.4041					
116.583333	0.3867	0.36271		0.38593				
116.585833			0.40116					
116.6	0.38458	0.36572		0.38664				
116.6025			0.40447					
116.616667	0.39025	0.36639		0.3877				
116.619167			0.40299					
116.633333	0.38635	0.36438		0.38628				
116.635833			0.40336					
116.65	0.38812	0.36505		0.38628				
116.6525			0.4041					
116.666667	0.3867	0.36438		0.38699				
116.669167			0.40006					
116.683333	0.38847	0.36807		0.38805				
116.685833			0.40558					
116.7	0.38954	0.36673		0.38876				
116.7025			0.40447					
116.716667	0.38954	0.36639		0.38947				
116.719167			0.40373					
116.733333	0.38776	0.36371		0.38841				
116.735833			0.40669					
116.75	0.38847	0.36572		0.38876				
116.7525			0.40336					
116.766667	0.38954	0.36405		0.39054				
116.769167			0.40484					
116.783333	0.38847	0.36706		0.38841				
116.785833			0.40706					
116.8	0.38989	0.36774		0.39089				
116.8025			0.40484					
116.816667	0.38989	0.36673		0.39089				
116.819167			0.40336					
116.833333	0.38883	0.36438		0.39125				
116.835833			0.40632					
116.85	0.39132	0.36371		0.39161				
116.8525			0.40373					
116.866667	0.38776	0.36438		0.38947				
116.869167			0.40484					
116.883333	0.38918	0.36438		0.39161				
116.885833			0.40263					
116.9	0.38918	0.36538		0.39089				
116.9025			0.40484					
116.916667	0.38918	0.36706		0.39268				
116.919167			0.40484					
116.933333	0.39168	0.3674		0.38912				
116.935833			0.40263					
116.95	0.39383	0.36605		0.39304				
116.9525			0.40558					
116.966667	0.39203	0.36774		0.3934				
116.969167			0.40373					
116.983333	0.39203	0.36774		0.39232				
116.985833			0.40632					
117	0.39311	0.36639		0.39232				
117.0025			0.40484					
117.016667	0.39418	0.3674		0.39376				
117.019167			0.40373					
117.033333	0.39347	0.36673		0.39447				
117.035833			0.39969					
117.05	0.39779	0.36909		0.39736				
117.0525			0.40226					
117.066667	0.39671	0.36774		0.39519				
117.069167			0.40299					
117.083333	0.3949	0.36875		0.397				
117.085833			0.40373					
117.1	0.39347	0.36942		0.39483				
117.1025			0.40558					
117.116667	0.39383	0.36875		0.39628				
117.119167			0.40373					
117.133333	0.39454	0.36841		0.397				
117.135833			0.40189					
117.15	0.39671	0.36942		0.39592				
117.1525			0.4041					
117.166667	0.39347	0.36673		0.39664				
117.169167			0.40595					
117.183333	0.39563	0.37078		0.39664				
117.185833			0.40447					
117.2	0.39671	0.36976		0.39736				
117.2025			0.40484					
117.216667	0.3949	0.36841		0.39808				
117.219167			0.40042					
117.233333	0.39671	0.36841		0.39736				
117.235833			0.40299					
117.25	0.39707	0.36875		0.39954				
117.2525			0.4041					
117.266667	0.39707	0.36976		0.39772				
117.269167			0.40484					
117.283333	0.39888	0.3718		0.39808				
117.285833			0.40484					
117.3	0.39998	0.37044		0.40136				
117.3025			0.40299					
117.316667	0.39998	0.3701		0.39845				
117.319167			0.40189					
117.333333	0.40107	0.37214		0.3999				
117.335833			0.40558					
117.35	0.39779	0.37044		0.39954				
117.3525			0.40521					
117.366667	0.39635	0.36909		0.39736				
117.369167			0.4041					
117.383333	0.39707	0.36942		0.39845				
117.385833			0.40484					
117.4	0.39383	0.36909		0.39736				
117.4025			0.40226					
117.416667	0.39347	0.36976		0.39772				
117.419167			0.4041					
117.433333	0.39168	0.36706		0.39664				
117.435833			0.4041					
117.45	0.39025	0.36841		0.39412				
117.4525			0.40447					
117.466667	0.38741	0.36774		0.39664				
117.469167			0.40263					
117.483333	0.39168	0.37044		0.39519				
117.485833			0.40447					
117.5	0.39239	0.37044		0.39808				
117.5025			0.40263					
117.516667	0.3906	0.36976		0.39808				
117.519167			0.40447					
117.533333	0.39347	0.36942		0.39736				
117.535833			0.40558					
117.55	0.39239	0.36909		0.39664				
117.5525			0.40669					
117.566667	0.39347	0.36942		0.39917				
117.569167			0.40744					
117.583333	0.39347	0.37044		0.39917				
117.585833			0.40226					
117.6	0.39454	0.3701		0.39954				
117.6025			0.40818					
117.616667	0.39347	0.37078		0.3999				
117.619167			0.41042					
117.633333	0.39526	0.3701		0.40027				
117.635833			0.40744					
117.65	0.3949	0.37112		0.40099				
117.6525			0.40818					
117.666667	0.39563	0.37453		0.3999				
117.669167			0.40855					
117.683333	0.39454	0.37419		0.40099				
117.685833			0.40669					
117.7	0.39203	0.37146		0.39736				
117.7025			0.40893					
117.716667	0.39347	0.36942		0.39917				
117.719167			0.41005					
117.733333	0.39025	0.37044		0.39917				
117.735833			0.40855					
117.75	0.39239	0.37384		0.39954				
117.7525			0.40669					
117.766667	0.39526	0.37384		0.3999				
117.769167			0.40521					
117.783333	0.39347	0.37112		0.40099				
117.785833			0.40447					
117.8	0.39599	0.37865		0.40063				
117.8025			0.40893					
117.816667	0.39599	0.37282		0.40282				
117.819167			0.40855					
117.833333	0.39743	0.37521		0.40209				
117.835833			0.40893					
117.85	0.3949	0.37384		0.40246				
117.8525			0.40595					
117.866667	0.39779	0.37248		0.40282				
117.869167			0.40781					
117.883333	0.4007	0.37659		0.40429				
117.885833			0.40781					
117.9	0.3949	0.37693		0.40282				
117.9025			0.41005					
117.916667	0.39743	0.37419		0.40392				
117.919167			0.41005					
117.933333	0.39635	0.37453		0.40466				
117.935833			0.40968					
117.95	0.39599	0.37831		0.40246				
117.9525			0.40299					
117.966667	0.39816	0.3759		0.40466				
117.969167			0.40893					
117.983333	0.39779	0.3759		0.40503				
117.985833			0.4093					
118	0.40144	0.37659		0.40356				
118.0025			0.4093					
118.016667	0.4007	0.3759		0.4054				
118.019167			0.41042					
118.033333	0.4018	0.37659		0.4054				
118.035833			0.4108					
118.05	0.40363	0.37693		0.40687				
118.0525			0.41042					
118.066667	0.40584	0.37727		0.40947				
118.069167			0.40968					
118.083333	0.40548	0.37762		0.40947				
118.085833			0.41155					
118.1	0.40993	0.37727		0.40947				
118.1025			0.4108					
118.116667	0.40732	0.37865		0.40798				
118.119167			0.4108					
118.133333	0.40881	0.37727		0.41358				
118.135833			0.40744					
118.15	0.40769	0.38038		0.41509				
118.1525			0.40968					
118.166667	0.40807	0.38073		0.41171				
118.169167			0.4093					
118.183333	0.41105	0.38004		0.41096				
118.185833			0.41117					
118.2	0.40955	0.379		0.41246				
118.2025			0.41268					
118.216667	0.40844	0.38038		0.41208				
118.219167			0.41155					
118.233333	0.40844	0.37935		0.41096				
118.235833			0.40669					
118.25	0.40621	0.37865		0.41171				
118.2525			0.41042					
118.266667	0.40732	0.38038		0.41246				
118.269167			0.41117					
118.283333	0.40658	0.38073		0.41246				
118.285833			0.41343					
118.3	0.40881	0.38108		0.41321				
118.3025			0.41042					
118.316667	0.40918	0.38038		0.41246				
118.319167			0.40855					
118.333333	0.40993	0.379		0.41208				
118.335833			0.40968					
118.35	0.40881	0.38177		0.41509				
118.3525			0.41005					
118.366667	0.40993	0.38038		0.41547				
118.369167			0.41155					
118.383333	0.40955	0.38212		0.41509				
118.385833			0.41193					
118.4	0.41179	0.38212		0.41246				
118.4025			0.4123					
118.416667	0.41405	0.38247		0.41736				
118.419167			0.4123					
118.433333	0.41367	0.38143		0.41888				
118.435833			0.4123					
118.45	0.41254	0.38282		0.41622				
118.4525			0.41532					
118.466667	0.41292	0.38387		0.41622				
118.469167			0.41268					
118.483333	0.41405	0.38143		0.41584				
118.485833			0.41343					
118.5	0.41442	0.38317		0.41736				
118.5025			0.4093					
118.516667	0.41254	0.38212		0.41584				
118.519167			0.41117					
118.533333	0.40993	0.38247		0.41622				
118.535833			0.41268					
118.55	0.40955	0.38247		0.41622				
118.5525			0.41343					
118.566667	0.41367	0.38247		0.4166				
118.569167			0.41343					
118.583333	0.40918	0.38282		0.41358				
118.585833			0.41306					
118.6	0.41105	0.38177		0.41774				
118.6025			0.4123					
118.616667	0.41292	0.38387		0.41736				
118.619167			0.41381					
118.633333	0.41329	0.38422		0.41698				
118.635833			0.41532					
118.65	0.41555	0.38352		0.41812				
118.6525			0.41684					
118.666667	0.4148	0.38387		0.41812				
118.669167			0.41155					
118.683333	0.41405	0.38422		0.41888				
118.685833			0.4108					
118.7	0.41745	0.38492		0.41964				
118.7025			0.41494					
118.716667	0.41669	0.38422		0.41736				
118.719167			0.41532					
118.733333	0.41745	0.38492		0.42116				
118.735833			0.4157					
118.75	0.41707	0.38212		0.4204				
118.7525			0.41684					
118.766667	0.41631	0.38597		0.41888				
118.769167			0.41608					
118.783333	0.41745	0.38703		0.41888				
118.785833			0.41532					
118.8	0.41859	0.38527		0.41926				
118.8025			0.41193					
118.816667	0.41329	0.38387		0.41698				
118.819167			0.41684					
118.833333	0.41405	0.38387		0.41964				
118.835833			0.41608					
118.85	0.40955	0.38317		0.41736				
118.8525			0.41381					
118.866667	0.4103	0.38282		0.4166				
118.869167			0.41155					
118.883333	0.40732	0.38317		0.41434				
118.885833			0.40968					
118.9	0.40993	0.38457		0.41812				
118.9025			0.4108					
118.916667	0.40769	0.38177		0.41736				
118.919167			0.41193					
118.933333	0.41067	0.38073		0.41434				
118.935833			0.41306					
118.95	0.40918	0.38352		0.41584				
118.9525			0.40968					
118.966667	0.40621	0.38143		0.41812				
118.969167			0.41042					
118.983333	0.40955	0.38177		0.41698				
118.985833			0.41268					
119	0.40881	0.38282		0.4185				
119.0025			0.41306					
119.016667	0.40881	0.38212		0.42002				
119.019167			0.41457					
119.033333	0.40993	0.38282		0.41926				
119.035833			0.41193					
119.05	0.41067	0.38282		0.41926				
119.0525			0.41117					
119.066667	0.41142	0.38073		0.41964				
119.069167			0.41306					
119.083333	0.40881	0.38108		0.4185				
119.085833			0.4123					
119.1	0.41179	0.38352		0.41964				
119.1025			0.41117					
119.116667	0.41067	0.38212		0.42078				
119.119167			0.41268					
119.133333	0.41105	0.38317		0.4204				
119.135833			0.41268					
119.15	0.41217	0.38247		0.41964				
119.1525			0.41042					
119.166667	0.41329	0.38282		0.42385				
119.169167			0.41494					
119.183333	0.41442	0.38562		0.4227				
119.185833			0.41457					
119.2	0.41254	0.38387		0.4227				
119.2025			0.41532					
119.216667	0.40993	0.38352		0.42193				
119.219167			0.4157					
119.233333	0.41518	0.38527		0.42308				
119.235833			0.41306					
119.25	0.41142	0.38247		0.42078				
119.2525			0.41457					
119.266667	0.41179	0.38317		0.42423				
119.269167			0.4157					
119.283333	0.41105	0.38282		0.42308				
119.285833			0.41646					
119.3	0.41142	0.38247		0.42078				
119.3025			0.41381					
119.316667	0.40955	0.38143		0.42155				
119.319167			0.41419					
119.333333	0.41105	0.38527		0.42231				
119.335833			0.41419					
119.35	0.4103	0.38422		0.4227				
119.3525			0.41494					
119.366667	0.41179	0.38352		0.42308				
119.369167			0.41381					
119.383333	0.4148	0.38422		0.42423				
119.385833			0.41837					
119.4	0.41292	0.38527		0.42539				
119.4025			0.41646					
119.416667	0.41783	0.38632		0.42616				
119.419167			0.41306					
119.433333	0.41745	0.38562		0.42539				
119.435833			0.41608					
119.45	0.41859	0.38667		0.42616				
119.4525			0.41646					
119.466667	0.41821	0.38738		0.42655				
119.469167			0.41837					
119.483333	0.41897	0.38738		0.42927				
119.485833			0.42066					
119.5	0.42011	0.38667		0.4281				
119.5025			0.41646					
119.516667	0.41859	0.38667		0.43005				
119.519167			0.41608					
119.533333	0.41783	0.38808		0.42849				
119.535833			0.41875					
119.55	0.41897	0.38667		0.42771				
119.5525			0.41837					
119.566667	0.41935	0.38879		0.43005				
119.569167			0.41989					
119.583333	0.41783	0.38808		0.42849				
119.585833			0.41913					
119.6	0.41783	0.38914		0.42732				
119.6025			0.41419					
119.616667	0.42126	0.3952		0.42888				
119.619167			0.41646					
119.633333	0.41897	0.3927		0.42966				
119.635833			0.41989					
119.65	0.42665	0.39306		0.43279				
119.6525			0.41798					
119.666667	0.42626	0.39092		0.43318				
119.669167			0.42105					
119.683333	0.42665	0.39199		0.43475				
119.685833			0.41951					
119.7	0.42781	0.3952		0.43554				
119.7025			0.41913					
119.716667	0.43132	0.39021		0.43397				
119.719167			0.42258					
119.733333	0.42937	0.39163		0.43673				
119.735833			0.41989					
119.75	0.42937	0.39449		0.43752				
119.7525			0.42028					
119.766667	0.43171	0.39592		0.43752				
119.769167			0.42066					
119.783333	0.43644	0.39484		0.43752				
119.785833			0.41722					
119.8	0.43565	0.3952		0.43713				
119.8025			0.41646					
119.816667	0.43407	0.3952		0.43752				
119.819167			0.42028					
119.833333	0.43763	0.39845		0.43832				
119.835833			0.42028					
119.85	0.43525	0.40026		0.43832				
119.8525			0.42181					
119.866667	0.43446	0.39592		0.43752				
119.869167			0.41951					
119.883333	0.43407	0.39989		0.43991				
119.885833			0.41684					
119.9	0.43605	0.39484		0.43752				
119.9025			0.42028					
119.916667	0.43962	0.39808		0.43912				
119.919167			0.42181					
119.933333	0.43723	0.39736		0.43872				
119.935833			0.41951					
119.95	0.43803	0.40208		0.43832				
119.9525			0.42143					
119.966667	0.43843	0.40684		0.44352				
119.969167			0.41608					
119.976389								238.75
119.977778								239.1667
119.983333	0.43883	0.40026		0.43951				
119.985833			0.42105					
119.993056								239.1667
119.994444								239.5833
120	0.44243	0.40611		0.43912				
120.001389					182.9167			
120.0025			0.42568					
120.002778					183.3333			
120.009722								239.5833
120.011111								240
120.016667	0.43803	0.4039		0.43515				
120.018056					183.3333			
120.019167			0.42336					
120.019444					183.75			
120.026389								240
120.027778								240.4167
120.033333	0.43763	0.40758		0.43594				
120.034722					183.75			
120.035833			0.4249					
120.036111					184.1667			
120.043056								240.4167
120.044444								240.8333
120.05	0.43368	0.4039		0.43318				
120.051389					184.1667			
120.0525			0.42413					
120.052778					184.5833			
120.059722								240.8333
120.061111								241.25
120.066667	0.43289	0.4098		0.43318				
120.068056					184.5833			
120.069167			0.42258					
120.069444					185			
120.076389								241.25
120.077778								241.6667
120.083333	0.4321	0.40537		0.43044				
120.084722					185			
120.085833			0.42451					
120.086111					185.4167			
120.093056								241.6667
120.094444								242.0833
120.1	0.4282	0.40244		0.43005				
120.101389					185.4167			
120.1025			0.42336					
120.102778					185.8333			
120.109722								242.0833
120.111111								242.5
120.116667	0.42626	0.40758		0.4281				
120.118056					185.8333			
120.119167			0.42568					
120.119444					186.25			
120.126389								242.5
120.127778								242.9167
120.133333	0.42433	0.405		0.42308				
120.134722					186.25			
120.135833			0.42451					
120.136111					186.6667			
120.143056								242.9167
120.144444								243.3333
120.15	0.42394	0.40464		0.42462				
120.151389					186.6667			
120.1525			0.42105					
120.152778					187.0833			
120.159722								243.3333
120.161111								243.75
120.166667	0.42087	0.40795		0.42155				
120.168056					187.0833			
120.169167			0.41951					
120.169444					187.5			
120.176389								243.75
120.177778								244.1667
120.183333	0.42126	0.40354		0.42116				
120.184722					187.5			
120.185833			0.41837					
120.186111					187.9167			
120.193056								244.1667
120.194444								244.5833
120.2	0.42011	0.40281		0.41736				
120.201389					187.9167			
120.2025			0.42028					
120.202778					188.3333			
120.209722								244.5833
120.211111								245
120.216667	0.41973	0.405		0.41736				
120.218056					188.3333			
120.219167			0.42181					
120.219444					188.75			
120.226389								245
120.227778								245.4167
120.233333	0.41669	0.40427		0.41622				
120.234722					188.75			
120.235833			0.42336					
120.236111					189.1667			
120.243056								245.4167
120.244444								245.8333
120.25	0.41254	0.40574		0.41622				
120.251389					189.1667			
120.2525			0.41989					
120.252778					189.5833			
120.259722								245.8333
120.261111								246.25
120.266667	0.41518	0.4098		0.41208				
120.268056					189.5833			
120.269167			0.42258					
120.269444					190			
120.276389								246.25
120.277778								246.6667
120.283333	0.41367	0.40354		0.41022				
120.284722					190			
120.285833			0.42297					
120.286111					190.4167			
120.293056								246.6667
120.294444								247.0833
120.3	0.41292	0.40427		0.40984				
120.301389					190.4167			
120.3025			0.42336					
120.302778					190.8333			
120.309722								247.0833
120.311111								247.5
120.316667	0.40955	0.40648		0.40836				
120.318056					190.8333			
120.319167			0.42336					
120.319444					191.25			
120.326389								247.5
120.327778								247.9167
120.333333	0.40769	0.41017		0.40724				
120.334722					191.25			
120.335833			0.41798					
120.336111					191.6667			
120.343056								247.9167
120.344444								248.3333
120.35	0.40807	0.40906		0.40503				
120.351389					191.6667			
120.3525			0.42336					
120.352778					192.0833			
120.359722								248.3333
120.361111								248.75
120.366667	0.40621	0.40721		0.40356				
120.368056					192.0833			
120.369167			0.42451					
120.369444					192.5			
120.376389								248.75
120.377778								249.1667
120.383333	0.40548	0.405		0.40209				
120.384722					192.5			
120.385833			0.42336					
120.386111					192.9167			
120.393056								249.1667
120.394444								249.5833
120.4	0.40034	0.40611		0.40099				
120.401389					192.9167			
120.4025			0.42258					
120.402778					193.3333			
120.409722								249.5833
120.411111								250
120.416667	0.39888	0.40611		0.39628				
120.418056					193.3333			
120.419167			0.42336					
120.419444					193.75			
120.426389								250
120.427778								250.4167
120.433333	0.39816	0.41391		0.39555				
120.434722					193.75			
120.435833			0.4249					
120.436111					194.1667			
120.443056								250.4167
120.444444								250.8333
120.45	0.39454	0.41055		0.39555				
120.451389					194.1667			
120.4525			0.42413					
120.452778					194.5833			
120.459722								250.8333
120.461111								251.25
120.466667	0.38918	0.40648		0.39125				
120.468056					194.5833			
120.469167			0.42451					
120.469444					195			
120.476389								251.25
120.477778								251.6667
120.483333	0.39168	0.41055		0.39161				
120.484722					195			
120.485833			0.42568					
120.486111					195.4167			
120.493056								251.6667
120.494444								252.0833
120.5	0.38741	0.41241		0.38876				
120.501389					195.4167			
120.5025			0.42336					
120.502778					195.8333			
120.509722								252.0833
120.511111								252.5
120.516667	0.38776	0.41204		0.3877				
120.518056					195.8333			
120.519167			0.4176					
120.519444					196.25			
120.526389								252.5
120.527778								252.9167
120.533333	0.38494	0.41166		0.38664				
120.534722					196.25			
120.535833			0.42645					
120.536111					196.6667			
120.543056								252.9167
120.544444								253.3333
120.55	0.38494	0.41017		0.38664				
120.551389					196.6667			
120.5525			0.42762					
120.552778					197.0833			
120.559722								253.3333
120.561111								253.75
120.566667	0.38564	0.40906		0.38417				
120.568056					197.0833			
120.569167			0.42723					
120.569444					197.5			
120.576389								253.75
120.577778								254.1667
120.583333	0.38388	0.41466		0.38417				
120.584722					197.5			
120.585833			0.4284					
120.586111					197.9167			
120.593056								254.1667
120.594444								254.5833
120.6	0.38213	0.41578		0.38347				
120.601389					197.9167			
120.6025			0.42645					
120.602778					198.3333			
120.609722								254.5833
120.611111								255
120.616667	0.37899	0.41691		0.37963				
120.618056					198.3333			
120.619167			0.42645					
120.619444					198.75			
120.626389								255
120.627778								255.4167
120.633333	0.37623	0.41729		0.37824				
120.634722					198.75			
120.635833			0.43036					
120.636111					199.1667			
120.643056								255.4167
120.644444								255.8333
120.65	0.37382	0.41241		0.37755				
120.651389					199.1667			
120.6525			0.42918					
120.652778					199.5833			
120.659722								255.8333
120.661111								256.25
120.666667	0.37006	0.41466		0.37411				
120.668056					199.5833			
120.669167			0.42918					
120.669444					200			
120.676389								256.25
120.677778								256.6667
120.683333	0.36465	0.41503		0.37103				
120.684722					200			
120.685833			0.42801					
120.686111					200.4167			
120.693056								256.6667
120.694444								257.0833
120.7	0.36365	0.40906		0.36865				
120.701389					200.4167			
120.7025			0.42451					
120.702778					200.8333			
120.709722								257.0833
120.711111								257.5
120.716667	0.35865	0.41092		0.36663				
120.718056					200.8333			
120.719167			0.42801					
120.719444					201.25			
120.726389								257.5
120.727778								257.9167
120.733333	0.35733	0.41691		0.3636				
120.735833			0.42879					
120.743056								257.9167
120.744444								258.3333
120.75	0.35799	0.41843		0.3626				
120.7525			0.4284					
120.759722								258.3333
120.761111								258.75
120.766667	0.35667	0.41767		0.3616				
120.769167			0.42762					
120.776389								258.75
120.777778								259.1667
120.783333	0.35799	0.41843		0.35927				
120.785833			0.42684					
120.793056								259.1667
120.794444								259.5833
120.8	0.35931	0.41918		0.35828				
120.8025			0.42684					
120.816667	0.35964	0.41994		0.35828				
120.819167			0.43154					
120.833333	0.35832	0.4188		0.35795				
120.835833			0.43075					
120.85	0.35799	0.41994		0.35828				
120.8525			0.43154					
120.866667	0.36031	0.41918		0.3596				
120.869167			0.42918					
120.883333	0.35964	0.4207		0.3596				
120.885833			0.42607					
120.9	0.35898	0.41767		0.35993				
120.9025			0.43075					
120.916667	0.35766	0.42147		0.35861				
120.919167			0.43193					
120.933333	0.35436	0.42108		0.35762				
120.935833			0.4343					
120.95	0.35601	0.41805		0.35861				
120.9525			0.43391					
120.966667	0.35601	0.4207		0.35927				
120.969167			0.43311					
120.983333	0.35436	0.42185		0.35927				
120.985833			0.43154					
121	0.35469	0.42185		0.35861				
121.0025			0.43154					
121.016667	0.35535	0.42299		0.35894				
121.019167			0.43115					
121.033333	0.35667	0.4207		0.35762				
121.035833			0.43391					
121.05	0.35733	0.42147		0.35861				
121.0525			0.43272					
121.066667	0.35766	0.42223		0.36027				
121.069167			0.43115					
121.083333	0.35832	0.42299		0.3616				
121.085833			0.43589					
121.1	0.35931	0.42568		0.36126				
121.1025			0.43708					
121.116667	0.35998	0.42568		0.36126				
121.119167			0.43628					
121.133333	0.36064	0.42261		0.36293				
121.135833			0.43668					
121.15	0.36231	0.42568		0.36394				
121.1525			0.43708					
121.166667	0.36164	0.42453		0.3636				
121.169167			0.43748					
121.183333	0.36031	0.42261		0.3616				
121.185833			0.43668					
121.2	0.36064	0.42414		0.36027				
121.2025			0.43788					
121.216667	0.35931	0.42491		0.36327				
121.219167			0.43748					
121.233333	0.35998	0.42568		0.36193				
121.235833			0.43868					
121.25	0.36264	0.42607		0.36427				
121.2525			0.43509					
121.266667	0.36197	0.42761		0.36293				
121.269167			0.44149					
121.283333	0.36499	0.42761		0.36629				
121.285833			0.44028					
121.3	0.36499	0.428		0.36629				
121.3025			0.43988					
121.306944							137.9167	
121.308333							138.3333	
121.316667	0.36533	0.42722		0.36595				
121.319167			0.43628					
121.323611							138.3333	
121.325							138.75	
121.333333	0.36533	0.42147		0.3673				
121.335833			0.43828					
121.340278							138.75	
121.341667							139.1667	
121.35	0.36701	0.428		0.36663				
121.3525			0.43154					
121.356944							139.1667	
121.358333							139.5833	
121.366667	0.36904	0.42376		0.36696				
121.369167			0.43509					
121.373611							139.5833	
121.375							140	
121.383333	0.36904	0.42299		0.36629				
121.385833			0.4343					
121.390278							140	
121.391667							140.4167	
121.4	0.36769	0.42491		0.36696				
121.4025			0.4343					
121.406944							140.4167	
121.408333							140.8333	
121.416667	0.36972	0.42414		0.3724				
121.419167			0.43391					
121.423611							140.8333	
121.425							141.25	
121.433333	0.36938	0.42223		0.37103				
121.435833			0.4284					
121.440278							141.25	
121.441667							141.6667	
121.45	0.37416	0.42491		0.37137				
121.4525			0.42801					
121.456944							141.6667	
121.458333							142.0833	
121.466667	0.37245	0.42994		0.37035				
121.469167			0.42879					
121.473611							142.0833	
121.475							142.5	
121.483333	0.37074	0.42338		0.37205				
121.485833			0.42801					
121.490278							142.5	
121.491667							142.9167	
121.5	0.36803	0.42414		0.37171				
121.5025			0.42413					
121.506944							142.9167	
121.508333							143.3333	
121.516667	0.37108	0.42453		0.37137				
121.519167			0.42568					
121.523611							143.3333	
121.525							143.75	
121.533333	0.36803	0.42955		0.37103				
121.535833			0.42105					
121.540278							143.75	
121.541667							144.1667	
121.55	0.36566	0.42338		0.37103				
121.5525			0.42297					
121.556944							144.1667	
121.558333							144.5833	
121.566667	0.37006	0.42916		0.37171				
121.569167			0.42028					
121.573611							144.5833	
121.575							145	
121.583333	0.37074	0.42299		0.37069				
121.585833			0.41989					
121.590278							145	
121.591667							145.4167	
121.6	0.36769	0.43032		0.37205				
121.6025			0.41951					
121.606944							145.4167	
121.608333							145.8333	
121.616667	0.36735	0.42994		0.37001				
121.619167			0.41722					
121.623611							145.8333	
121.625							146.25	
121.633333	0.3687	0.42955		0.37103				
121.635833			0.41343					
121.640278							146.25	
121.641667							146.6667	
121.65	0.36701	0.43149		0.37103				
121.6525			0.4157					
121.656944							146.6667	
121.658333							147.0833	
121.666667	0.36836	0.42761		0.37171				
121.669167			0.41005					
121.673611							147.0833	
121.675							147.5	
121.683333	0.36836	0.4311		0.3724				
121.685833			0.41193					
121.690278							147.5	
121.691667							147.9167	
121.7	0.36769	0.42994		0.37103				
121.7025			0.41042					
121.706944							147.9167	
121.708333							148.3333	
121.716667	0.3704	0.42955		0.37205				
121.719167			0.40744					
121.723611							148.3333	
121.725							148.75	
121.733333	0.36634	0.43149		0.37377				
121.735833			0.4093					
121.740278							148.75	
121.741667							149.1667	
121.75	0.36836	0.4311		0.37342				
121.7525			0.40706					
121.756944							149.1667	
121.758333							149.5833	
121.766667	0.366	0.43267		0.37308				
121.769167			0.40484					
121.773611							149.5833	
121.775							150	
121.783333	0.36735	0.43071		0.37445				
121.785833			0.40447					
121.790278							150	
121.791667							150.4167	
121.8	0.36331	0.43071		0.37137				
121.8025			0.40042					
121.806944							150.4167	
121.808333							150.8333	
121.816667	0.36533	0.42916		0.37377				
121.819167			0.40079					
121.823611							150.8333	
121.825							151.25	
121.833333	0.36197	0.43032		0.37171				
121.835833			0.39933					
121.840278							151.25	
121.841667							151.6667	
121.85	0.36533	0.42955		0.37069				
121.8525			0.39787					
121.856944							151.6667	
121.858333							152.0833	
121.866667	0.36499	0.43227		0.3724				
121.869167			0.39823					
121.873611							152.0833	
121.875							152.5	
121.883333	0.36533	0.43345		0.37171				
121.885833			0.39823					
121.890278							152.5	
121.891667							152.9167	
121.9	0.36634	0.4311		0.37342				
121.9025			0.3928					
121.906944							152.9167	
121.908333							153.3333	
121.916667	0.36769	0.43345		0.37411				
