time	od-sensors-2.od-680	od-sensors-4.od-680	od-sensors-6.od-680	od-sensors-8.od-680	pumps-20057.pump-2-consumption	pumps-20057.pump-4-consumption	pumps-20057.pump-6-consumption	pumps-20057.pump-8-consumption
69.877778								77.0833
69.883333	0.36264	0.4207		0.43475				
69.885833			0.36291					
69.893056								77.0833
69.894444								77.5
69.9	0.36264	0.42376		0.43436				
69.9025			0.36459					
69.909722								77.5
69.911111								77.9167
69.916667	0.36298	0.42491		0.432				
69.919167			0.36392					
69.926389								77.9167
69.927778								78.3333
69.933333	0.36499	0.42491		0.4281				
69.935833			0.36628					
69.943056								78.3333
69.944444								78.75
69.95	0.36465	0.42338		0.42771				
69.9525			0.36527					
69.959722								78.75
69.961111								79.1667
69.966667	0.36769	0.42261		0.425				
69.969167			0.36628					
69.976389								79.1667
69.977778								79.5833
69.983333	0.36803	0.42645		0.4227				
69.985833			0.36425					
69.993056								79.5833
69.994444								80
70	0.36634	0.42645		0.42116				
70.0025			0.36459					
70.009722								80
70.011111								80.4167
70.016667	0.36667	0.42338		0.41736				
70.019167			0.36459					
70.026389								80.4167
70.027778								80.8333
70.033333	0.3687	0.428		0.42078				
70.035833			0.36493					
70.043056								80.8333
70.044444								81.25
70.05	0.3687	0.42877		0.41434				
70.0525			0.36527					
70.059722								81.25
70.061111								81.6667
70.066667	0.36938	0.4253		0.41208				
70.069167			0.36594					
70.076389								81.6667
70.077778								82.0833
70.083333	0.36533	0.42414		0.40984				
70.085833			0.3656					
70.093056								82.0833
70.094444								82.5
70.1	0.36667	0.4253		0.40947				
70.1025			0.36358					
70.109722								82.5
70.111111								82.9167
70.116667	0.36769	0.42453		0.40798				
70.119167			0.3656					
70.126389								82.9167
70.127778								83.3333
70.133333	0.36701	0.42607		0.40392				
70.135833			0.36594					
70.143056								83.3333
70.144444								83.75
70.15	0.36667	0.42414		0.40209				
70.1525			0.36527					
70.159722								83.75
70.161111								84.1667
70.166667	0.36667	0.42645		0.40209				
70.169167			0.36493					
70.176389								84.1667
70.177778								84.5833
70.183333	0.36836	0.42722		0.40282				
70.185833			0.36662					
70.193056								84.5833
70.194444								85
70.2	0.36904	0.42607		0.39881				
70.2025			0.36493					
70.209722								85
70.211111								85.4167
70.216667	0.36836	0.42645		0.39376				
70.219167			0.36662					
70.226389								85.4167
70.227778								85.8333
70.233333	0.37176	0.428		0.39664				
70.235833			0.36764					
70.243056								85.8333
70.244444								86.25
70.25	0.36938	0.42645		0.397				
70.2525			0.36628					
70.259722								86.25
70.261111								86.6667
70.266667	0.36769	0.42684		0.39018				
70.269167			0.36662					
70.276389								86.6667
70.277778								87.0833
70.283333	0.36667	0.42722		0.38734				
70.285833			0.36257					
70.293056								87.0833
70.294444								87.5
70.3	0.36701	0.4253		0.38805				
70.3025			0.36392					
70.309722								87.5
70.311111								87.9167
70.316667	0.36432	0.42568		0.38347				
70.319167			0.36628					
70.326389								87.9167
70.327778								88.3333
70.333333	0.35998	0.4253		0.37824				
70.335833			0.36662					
70.343056								88.3333
70.344444								88.75
70.35	0.36231	0.42684		0.37859				
70.3525			0.36425					
70.359722								88.75
70.361111								89.1667
70.366667	0.36097	0.42453		0.37548				
70.369167			0.36493					
70.376389								89.1667
70.377778								89.5833
70.383333	0.36164	0.42453		0.37377				
70.385833			0.36392					
70.393056								89.5833
70.394444								90
70.4	0.36031	0.42453		0.37514				
70.4025			0.3656					
70.409722								90
70.411111								90.4167
70.416667	0.36097	0.42414		0.37274				
70.419167			0.3656					
70.426389								90.4167
70.427778								90.8333
70.433333	0.36231	0.428		0.36865				
70.435833			0.36527					
70.443056								90.8333
70.444444								91.25
70.45	0.35964	0.42299		0.36967				
70.4525			0.3656					
70.459722								91.25
70.461111								91.6667
70.466667	0.36331	0.43071		0.36764				
70.469167			0.36291					
70.476389								91.6667
70.477778								92.0833
70.483333	0.36298	0.42568		0.36663				
70.485833			0.36425					
70.493056								92.0833
70.494444								92.5
70.5	0.36197	0.42645		0.36461				
70.5025			0.36798					
70.509722								92.5
70.511111								92.9167
70.516667	0.36432	0.42761		0.3626				
70.519167			0.36527					
70.526389								92.9167
70.527778								93.3333
70.533333	0.36264	0.42491		0.35993				
70.535833			0.36696					
70.543056								93.3333
70.544444								93.75
70.55	0.36298	0.42645		0.3606				
70.5525			0.36662					
70.559722								93.75
70.561111								94.1667
70.566667	0.36164	0.42722		0.35729				
70.569167			0.3656					
70.583333	0.36465	0.42761		0.3606				
70.585833			0.3673					
70.6	0.36164	0.42607		0.35861				
70.6025			0.36696					
70.616667	0.36432	0.42916		0.35597				
70.619167			0.36628					
70.633333	0.36499	0.42684		0.35828				
70.635833			0.3673					
70.65	0.36131	0.42645		0.3606				
70.6525			0.36358					
70.666667	0.36264	0.428		0.35861				
70.669167			0.36358					
70.683333	0.36499	0.42916		0.35861				
70.685833			0.36493					
70.7	0.36398	0.43032		0.35861				
70.7025			0.36459					
70.716667	0.36231	0.428		0.3596				
70.719167			0.36594					
70.733333	0.36769	0.42838		0.35663				
70.735833			0.36224					
70.75	0.36836	0.42955		0.36093				
70.7525			0.36358					
70.766667	0.36904	0.42916		0.36494				
70.769167			0.36594					
70.783333	0.3687	0.42955		0.36528				
70.785833			0.3656					
70.8	0.37382	0.43188		0.36595				
70.8025			0.36662					
70.816667	0.37657	0.43502		0.36595				
70.819167			0.36628					
70.833333	0.37554	0.42916		0.36629				
70.835833			0.3619					
70.85	0.3745	0.42994		0.36663				
70.8525			0.36866					
70.866667	0.37279	0.43227		0.36967				
70.869167			0.36968					
70.883333	0.37761	0.43541		0.3673				
70.885833			0.37036					
70.9	0.3745	0.43188		0.36629				
70.9025			0.36764					
70.916667	0.37485	0.43463		0.36933				
70.919167			0.36696					
70.933333	0.37865	0.43581		0.36832				
70.935833			0.36866					
70.95	0.37485	0.43699		0.36865				
70.9525			0.369					
70.966667	0.37245	0.43071		0.36899				
70.969167			0.36934					
70.983333	0.37348	0.42994		0.37103				
70.985833			0.36866					
71	0.37382	0.43423		0.37069				
71.0025			0.36764					
71.016667	0.37313	0.43149		0.37001				
71.019167			0.36628					
71.033333	0.37245	0.42994		0.37001				
71.035833			0.36594					
71.05	0.37726	0.43227		0.36798				
71.0525			0.36696					
71.066667	0.3745	0.43227		0.37342				
71.069167			0.36696					
71.083333	0.37519	0.43032		0.37069				
71.085833			0.36527					
71.1	0.37623	0.43267		0.37171				
71.1025			0.36832					
71.116667	0.37865	0.43267		0.37308				
71.119167			0.369					
71.133333	0.37726	0.43541		0.37171				
71.135833			0.3673					
71.15	0.37485	0.43541		0.37342				
71.1525			0.36798					
71.166667	0.37795	0.43384		0.37308				
71.169167			0.36628					
71.183333	0.3783	0.4366		0.37411				
71.185833			0.369					
71.2	0.38108	0.43384		0.37445				
71.2025			0.36493					
71.216667	0.38213	0.43778		0.37617				
71.219167			0.37105					
71.233333	0.37865	0.43188		0.37617				
71.235833			0.36968					
71.25	0.38073	0.43818		0.37514				
71.2525			0.37036					
71.266667	0.38073	0.43778		0.37514				
71.269167			0.36764					
71.283333	0.38004	0.43857		0.37445				
71.285833			0.36934					
71.3	0.38283	0.43897		0.37686				
71.3025			0.37002					
71.316667	0.38318	0.43423		0.37859				
71.319167			0.369					
71.333333	0.38004	0.43227		0.37652				
71.335833			0.3707					
71.35	0.38318	0.4362		0.3779				
71.3525			0.36934					
71.366667	0.38283	0.43699		0.37721				
71.369167			0.36628					
71.383333	0.38353	0.4366		0.37963				
71.385833			0.36157					
71.4	0.38143	0.4366		0.37755				
71.4025			0.36628					
71.416667	0.37934	0.4362		0.37755				
71.419167			0.36764					
71.433333	0.38248	0.43581		0.37963				
71.435833			0.36662					
71.45	0.38494	0.43977		0.37998				
71.4525			0.3673					
71.466667	0.38318	0.4366		0.37963				
71.469167			0.36832					
71.483333	0.38213	0.43699		0.37963				
71.485833			0.36696					
71.5	0.38458	0.43699		0.38033				
71.5025			0.37002					
71.516667	0.38458	0.43778		0.37824				
71.519167			0.36832					
71.533333	0.3867	0.4366		0.38102				
71.535833			0.36934					
71.55	0.38388	0.43857		0.37963				
71.5525			0.37276					
71.566667	0.38318	0.43897		0.38033				
71.569167			0.36696					
71.583333	0.38529	0.43699		0.38137				
71.585833			0.3707					
71.6	0.38178	0.43818		0.37894				
71.6025			0.36832					
71.616667	0.38108	0.4366		0.38068				
71.619167			0.36934					
71.633333	0.38004	0.43818		0.38137				
71.635833			0.36832					
71.65	0.37969	0.43699		0.38068				
71.6525			0.3707					
71.666667	0.37726	0.43502		0.37859				
71.669167			0.37139					
71.683333	0.37485	0.4362		0.38068				
71.685833			0.36968					
71.7	0.37588	0.43581		0.37721				
71.7025			0.37036					
71.716667	0.37485	0.43463		0.37721				
71.719167			0.37173					
71.733333	0.37348	0.43541		0.37894				
71.735833			0.36832					
71.75	0.37416	0.43345		0.37859				
71.7525			0.36866					
71.766667	0.37142	0.43463		0.37894				
71.769167			0.37002					
71.783333	0.37692	0.43306		0.37894				
71.785833			0.37414					
71.8	0.37554	0.43502		0.3779				
71.8025			0.369					
71.816667	0.37176	0.43739		0.37859				
71.819167			0.37139					
71.833333	0.37176	0.43739		0.37686				
71.835833			0.37002					
71.85	0.37279	0.43581		0.37928				
71.8525			0.369					
71.866667	0.37382	0.43384		0.38068				
71.869167			0.36968					
71.883333	0.37692	0.43937		0.38102				
71.885833			0.37276					
71.9	0.37348	0.43739		0.37998				
71.9025			0.3707					
71.916667	0.37554	0.43541		0.38033				
71.919167			0.3731					
71.933333	0.37554	0.4362		0.37894				
71.935833			0.37139					
71.95	0.37657	0.43739		0.38137				
71.9525			0.36832					
71.966667	0.3745	0.43581		0.37928				
71.969167			0.36832					
71.983333	0.37588	0.4362		0.38068				
71.985833			0.3673					
72	0.37795	0.43977		0.38172				
72.0025			0.36764					
72.016667	0.37865	0.4362		0.38242				
72.019167			0.36934					
72.033333	0.37795	0.43897		0.37928				
72.035833			0.369					
72.05	0.3783	0.43699		0.38172				
72.0525			0.36866					
72.066667	0.38318	0.43699		0.38172				
72.069167			0.36934					
72.083333	0.37865	0.43977		0.38242				
72.085833			0.37105					
72.1	0.38318	0.4366		0.38628				
72.1025			0.37105					
72.116667	0.38178	0.43739		0.38487				
72.119167			0.36866					
72.133333	0.38353	0.44136		0.38558				
72.135833			0.36934					
72.15	0.38954	0.44016		0.38699				
72.1525			0.37173					
72.154167						44.1667		
72.155556						44.5833		
72.166667	0.38458	0.43897		0.38734				
72.169167			0.37139					
72.170833						44.5833		
72.172222						45		
72.183333	0.38635	0.43423		0.38805				
72.185833			0.37105					
72.1875						45		
72.188889						45.4167		
72.2	0.38635	0.43778		0.38983				
72.2025			0.37139					
72.204167						45.4167		
72.205556						45.8333		
72.216667	0.38599	0.43541		0.38947				
72.219167			0.37105					
72.220833						45.8333		
72.222222						46.25		
72.233333	0.38954	0.43345		0.38912				
72.235833			0.37173					
72.2375						46.25		
72.238889						46.6667		
72.25	0.38847	0.43227		0.38947				
72.2525			0.37207					
72.254167						46.6667		
72.255556						47.0833		
72.266667	0.38812	0.42916		0.39125				
72.269167			0.37207					
72.270833						47.0833		
72.272222						47.5		
72.283333	0.38812	0.42916		0.38947				
72.285833			0.37173					
72.2875						47.5		
72.288889						47.9167		
72.3	0.38847	0.42338		0.39018				
72.3025			0.36866					
72.304167						47.9167		
72.305556						48.3333		
72.316667	0.38954	0.42722		0.38947				
72.319167			0.37483					
72.320833						48.3333		
72.322222						48.75		
72.333333	0.38989	0.42223		0.39054				
72.335833			0.37242					
72.3375						48.75		
72.338889						49.1667		
72.35	0.38918	0.41843		0.38983				
72.3525			0.37242					
72.354167						49.1667		
72.355556						49.5833		
72.366667	0.39383	0.41729		0.39232				
72.369167			0.37379					
72.370833						49.5833		
72.372222						50		
72.383333	0.38954	0.41654		0.39161				
72.385833			0.37586					
72.3875						50		
72.388889						50.4167		
72.4	0.39096	0.41503		0.38947				
72.4025			0.37276					
72.404167						50.4167		
72.405556						50.8333		
72.416667	0.38989	0.41241		0.39268				
72.419167			0.37207					
72.420833						50.8333		
72.422222						51.25		
72.433333	0.38918	0.41055		0.39268				
72.435833			0.37242					
72.4375						51.25		
72.438889						51.6667		
72.45	0.39096	0.4098		0.39412				
72.4525			0.37207					
72.454167						51.6667		
72.455556						52.0833		
72.466667	0.39275	0.40427		0.39519				
72.469167			0.37242					
72.470833						52.0833		
72.472222						52.5		
72.483333	0.39418	0.40354		0.39376				
72.485833			0.36866					
72.4875						52.5		
72.488889						52.9167		
72.5	0.39383	0.4039		0.39519				
72.5025			0.37345					
72.504167						52.9167		
72.505556						53.3333		
72.516667	0.39203	0.39989		0.39412				
72.519167			0.37725					
72.520833						53.3333		
72.522222						53.75		
72.533333	0.39383	0.40171		0.39412				
72.535833			0.37621					
72.5375						53.75		
72.538889						54.1667		
72.55	0.39526	0.40062		0.39483				
72.5525			0.37552					
72.554167						54.1667		
72.555556						54.5833		
72.566667	0.39347	0.397		0.39592				
72.569167			0.37621					
72.570833						54.5833		
72.572222						55		
72.583333	0.39563	0.39306		0.39483				
72.585833			0.37552					
72.5875						55		
72.588889						55.4167		
72.6	0.39671	0.39413		0.39628				
72.6025			0.37414					
72.604167						55.4167		
72.605556						55.8333		
72.616667	0.39311	0.3927		0.39592				
72.619167			0.37621					
72.620833						55.8333		
72.622222						56.25		
72.633333	0.39383	0.39056		0.397				
72.635833			0.37552					
72.6375						56.25		
72.638889						56.6667		
72.65	0.39418	0.3895		0.39412				
72.6525			0.37621					
72.654167						56.6667		
72.655556						57.0833		
72.666667	0.3949	0.38985		0.39664				
72.669167			0.37002					
72.670833						57.0833		
72.672222						57.5		
72.683333	0.39635	0.38667		0.39664				
72.685833			0.37448					
72.6875						57.5		
72.688889						57.9167		
72.7	0.39743	0.38667		0.39412				
72.7025			0.37414					
72.704167						57.9167		
72.705556						58.3333		
72.716667	0.39275	0.38317		0.39592				
72.719167			0.3731					
72.720833						58.3333		
72.722222						58.75		
72.733333	0.39418	0.38422		0.39592				
72.735833			0.37586					
72.7375						58.75		
72.738889						59.1667		
72.75	0.39203	0.38004		0.39664				
72.7525			0.37483					
72.754167						59.1667		
72.755556						59.5833		
72.766667	0.39168	0.3759		0.39628				
72.769167			0.37448					
72.770833						59.5833		
72.772222						60		
72.783333	0.39168	0.37624		0.39412				
72.785833			0.37448					
72.7875						60		
72.788889						60.4167		
72.8	0.39275	0.3735		0.39447				
72.8025			0.37448					
